row_id,material_name,category,subcategory,building_phase,climate_zone,sector,actual_floor_count,building_area_m2,budget_tier,maintenance_preference,sustainability_priority,user_priority,climate_exposure_level,coastal_exposure,humidity_exposure,max_recommended_floors,compressive_strength_mpa,thermal_performance_score,moisture_resistance_score,corrosion_resistance_score,fire_resistance_score,durability_score,maintenance_score,sustainability_score,carbon_footprint_kgco2e,service_life_years,suitable_for_coastal,suitable_for_wet_zone,suitable_for_dry_zone,suitable_for_highland,recommended_for_residential,recommended_for_commercial,recommended_for_industrial,recommended,recommendation_score,decision_reasons
GCA005137,Terrazzo,Finishing,Floor Finish,Finishing,Coastal,Residential,6,80,Low,Premium Finish,Medium,Performance,High,1,1,40,35,42,85,70,93,83,75,60,100,50,1,1,1,1,1,1,1,1,90,PASS:coastal_rated_material; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:terrazzo_installation_cost_exceeds_low_budget
GCA005138,Terrazzo,Finishing,Floor Finish,Finishing,Coastal,Residential,42,120,Low,Premium Finish,Medium,Performance,High,1,1,40,35,42,85,70,93,83,75,60,100,50,1,1,1,1,1,1,1,1,70,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; WARN:terrazzo_installation_cost_exceeds_low_budget
GCA005139,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Commercial,2,1500,Medium,Balanced,Medium,Sustainability,Medium,0,1,15,0,65,88,92,32,75,90,38,600,30,1,1,1,1,1,1,0,1,91,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005140,uPVC Window,Openings,Window Frame,Superstructure,Intermediate,Commercial,18,10000,Medium,Balanced,Medium,Sustainability,Medium,0,1,15,0,65,88,92,32,75,90,38,600,30,1,1,1,1,1,1,0,1,66,PASS:sector_compatible_commercial; FAIL:floors_18_exceeds_material_limit_15; PASS:carbon_cost_matches_budget_tier
GCA005141,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,4,10000,Medium,Balanced,High,Durability,Medium,0,0,10,25,35,69,68,90,88,82,47,280,50,1,1,1,1,1,1,1,1,85,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA005142,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,18,120,Medium,Balanced,High,Durability,Medium,0,0,10,25,35,69,68,90,88,82,47,280,50,1,1,1,1,1,1,1,0,35,PASS:sector_compatible_industrial; FAIL:floors_18_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA005143,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,1,3000,Premium,Low Maintenance,Low,Cost,Low,0,0,3,20,72,69,85,90,89,74,70,120,60,1,1,1,1,1,0,0,1,97,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA005144,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,12,1500,Premium,Low Maintenance,Low,Cost,Low,0,0,3,20,72,69,85,90,89,74,70,120,60,1,1,1,1,1,0,0,0,47,PASS:sector_compatible_residential; FAIL:floors_12_exceeds_material_limit_3
GCA005145,Mass Concrete,Structural,Plain Concrete,Foundation,Intermediate,Industrial,3,3000,Premium,Premium Finish,Low,Durability,Medium,0,1,3,15,30,65,60,88,74,85,42,210,35,1,1,1,1,1,1,1,1,85,PASS:sector_compatible_industrial; PASS:floors_within_material_capacity
GCA005146,Mass Concrete,Structural,Plain Concrete,Foundation,Intermediate,Industrial,18,120,Premium,Premium Finish,Low,Durability,Medium,0,1,3,15,30,65,60,88,74,85,42,210,35,1,1,1,1,1,1,1,0,15,PASS:sector_compatible_industrial; FAIL:floors_18_exceeds_material_limit_3; FAIL:structural_grade_insufficient_for_floor_count
GCA005147,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,1,500,Medium,Low Maintenance,High,Sustainability,Medium,0,1,40,0,30,90,90,50,85,92,64,950,35,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA005148,Aluminium Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,42,10000,Medium,Low Maintenance,High,Sustainability,Medium,0,1,40,0,30,90,90,50,85,92,64,950,35,1,1,1,1,1,1,1,1,97,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA005149,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,5,120,Medium,Low Maintenance,High,Performance,High,1,1,40,15,38,83,66,91,67,84,54,80,30,1,1,1,1,1,1,0,1,100,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA005150,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Coastal,Commercial,42,1500,Medium,Low Maintenance,High,Performance,High,1,1,40,15,38,83,66,91,67,84,54,80,30,1,1,1,1,1,1,0,1,92,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA005151,Aluminium Sliding Door,Openings,Door,Superstructure,Dry Zone,Residential,4,5000,Premium,Low Maintenance,High,Sustainability,Low,0,0,40,0,30,87,90,45,89,92,62,1100,35,1,1,1,1,1,1,0,1,94,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference
GCA005152,Aluminium Sliding Door,Openings,Door,Superstructure,Dry Zone,Residential,42,200,Premium,Low Maintenance,High,Sustainability,Low,0,0,40,0,30,87,90,45,89,92,62,1100,35,1,1,1,1,1,1,0,1,74,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; PASS:low_maintenance_material_matches_preference
GCA005153,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Dry Zone,Residential,3,120,Low,Balanced,High,Sustainability,Low,0,0,15,0,35,67,58,60,72,68,56,1100,28,0,1,1,1,1,1,1,1,67,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA005154,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Dry Zone,Residential,25,10000,Low,Balanced,High,Sustainability,Low,0,0,15,0,35,67,58,60,72,68,56,1100,28,0,1,1,1,1,1,1,0,17,PASS:sector_compatible_residential; FAIL:floors_25_exceeds_material_limit_15; WARN:high_carbon_material_vs_low_budget
GCA005155,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Industrial,7,200,Premium,Low Maintenance,High,Performance,Medium,0,1,40,3,52,64,62,81,60,72,69,55,25,0,1,1,1,1,0,0,1,53,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority
GCA005156,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Industrial,42,10000,Premium,Low Maintenance,High,Performance,Medium,0,1,40,3,52,64,62,81,60,72,69,55,25,0,1,1,1,1,0,0,0,33,FAIL:not_recommended_for_industrial_sector; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority
GCA005157,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,2,1500,Low,Premium Finish,Medium,Performance,Low,0,0,3,20,72,69,85,93,89,70,70,120,60,1,1,1,1,1,0,0,1,87,PASS:sector_compatible_residential; PASS:floors_within_material_capacity
GCA005158,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,18,120,Low,Premium Finish,Medium,Performance,Low,0,0,3,20,72,69,85,93,89,70,70,120,60,1,1,1,1,1,0,0,0,42,PASS:sector_compatible_residential; FAIL:floors_18_exceeds_material_limit_3
GCA005159,Terrazzo,Finishing,Floor Finish,Finishing,Highland,Commercial,7,200,Medium,Low Maintenance,High,Performance,Medium,0,0,40,35,48,80,82,93,91,79,64,100,50,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005160,Terrazzo,Finishing,Floor Finish,Finishing,Highland,Commercial,42,120,Medium,Low Maintenance,High,Performance,Medium,0,0,40,35,48,80,82,93,91,79,64,100,50,1,1,1,1,1,1,1,1,86,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA005161,Lime Cement Render,Finishing,Render,Finishing,Intermediate,Commercial,2,80,Premium,Balanced,Medium,Durability,Medium,0,1,40,3,52,60,62,78,66,68,65,55,25,0,1,1,1,1,0,0,0,43,FAIL:not_recommended_for_commercial_sector; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA005162,Lime Cement Render,Finishing,Render,Finishing,Intermediate,Commercial,42,200,Premium,Balanced,Medium,Durability,Medium,0,1,40,3,52,60,62,78,66,68,65,55,25,0,1,1,1,1,0,0,0,23,FAIL:not_recommended_for_commercial_sector; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA005163,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Coastal,Residential,6,500,Premium,Low Maintenance,High,Performance,High,1,1,15,0,85,83,53,65,65,79,62,700,30,0,1,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; FAIL:sandwich_panel_steel_face_corrosion_coastal_zone
GCA005164,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Coastal,Residential,25,10000,Premium,Low Maintenance,High,Performance,High,1,1,15,0,85,83,53,65,65,79,62,700,30,0,1,1,1,0,1,1,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_residential_sector; FAIL:floors_25_exceeds_material_limit_15; FAIL:sandwich_panel_steel_face_corrosion_coastal_zone
GCA005165,Concrete Roof Tile,Roofing,Concrete Tile,Roof,Highland,Residential,2,800,Medium,Premium Finish,High,Sustainability,Medium,0,0,3,25,71,68,80,88,83,72,59,150,50,1,1,1,1,1,0,0,1,83,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005166,Concrete Roof Tile,Roofing,Concrete Tile,Roof,Highland,Residential,10,80,Medium,Premium Finish,High,Sustainability,Medium,0,0,3,25,71,68,80,88,83,72,59,150,50,1,1,1,1,1,0,0,0,43,PASS:sector_compatible_residential; FAIL:floors_10_exceeds_material_limit_3; PASS:carbon_cost_matches_budget_tier
GCA005167,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Coastal,Commercial,3,500,Medium,Premium Finish,High,Cost,High,1,1,10,25,35,77,56,90,75,82,47,280,50,1,1,1,1,1,1,1,1,78,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA005168,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Coastal,Commercial,30,200,Medium,Premium Finish,High,Cost,High,1,1,10,25,35,77,56,90,75,82,47,280,50,1,1,1,1,1,1,1,0,8,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_30_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material; FAIL:high_rise_requires_min_grade_30_concrete
GCA005169,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Industrial,1,200,Medium,Low Maintenance,Low,Cost,Medium,0,1,4,0,45,66,68,52,53,66,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA005170,Asphalt Shingles,Roofing,Bituminous,Roof,Wet Zone,Industrial,20,800,Medium,Low Maintenance,Low,Cost,Medium,0,1,4,0,45,66,68,52,53,66,28,200,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; FAIL:floors_20_exceeds_material_limit_4; PASS:carbon_cost_matches_budget_tier; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:asphalt_shingles_degrade_in_tropical_humid_climate; WARN:short_service_life_incompatible_with_low_maintenance_pref
GCA005171,Cement Plaster,Finishing,Render,Finishing,Coastal,Residential,25,5000,Medium,Low Maintenance,Medium,Cost,High,1,1,40,5,48,67,53,80,60,69,52,70,20,1,1,1,1,1,1,1,1,95,PASS:coastal_rated_material; PASS:sector_compatible_residential; PASS:floors_within_material_capacity
GCA005172,Cement Plaster,Finishing,Render,Finishing,Coastal,Residential,42,80,Medium,Low Maintenance,Medium,Cost,High,1,1,40,5,48,67,53,80,60,69,52,70,20,1,1,1,1,1,1,1,1,80,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40
GCA005173,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Highland,Commercial,6,3000,Medium,Low Maintenance,Low,Performance,Medium,0,0,10,0,36,85,88,63,83,89,65,900,40,1,1,1,1,0,1,1,1,100,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA005174,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Highland,Commercial,30,800,Medium,Low Maintenance,Low,Performance,Medium,0,0,10,0,36,85,88,63,83,89,65,900,40,1,1,1,1,0,1,1,1,63,PASS:sector_compatible_commercial; FAIL:floors_30_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA005175,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,3,80,Premium,Low Maintenance,High,Sustainability,Low,0,0,3,20,72,69,85,90,89,74,74,120,60,1,1,1,1,1,0,0,1,100,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:material_meets_high_sustainability_priority
GCA005176,Clay Roof Tile,Roofing,Ceramic Tile,Roof,Dry Zone,Residential,10,200,Premium,Low Maintenance,High,Sustainability,Low,0,0,3,20,72,69,85,90,89,74,74,120,60,1,1,1,1,1,0,0,1,64,PASS:sector_compatible_residential; FAIL:floors_10_exceeds_material_limit_3; PASS:material_meets_high_sustainability_priority
GCA005177,Reinforced Concrete Grade 30,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,5,500,Premium,Low Maintenance,High,Sustainability,Medium,0,1,20,30,35,79,70,92,83,87,44,320,60,1,1,1,1,1,1,1,1,80,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; PASS:low_maintenance_material_matches_preference; FAIL:high_sustainability_priority_but_low_score_material
GCA005178,Reinforced Concrete Grade 30,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,25,200,Premium,Low Maintenance,High,Sustainability,Medium,0,1,20,30,35,79,70,92,83,87,44,320,60,1,1,1,1,1,1,1,0,45,PASS:sector_compatible_residential; FAIL:floors_25_exceeds_material_limit_20; PASS:low_maintenance_material_matches_preference; FAIL:high_sustainability_priority_but_low_score_material
GCA005179,Timber Door,Openings,Door,Superstructure,Intermediate,Industrial,7,350,Medium,Premium Finish,Low,Sustainability,Medium,0,1,10,0,68,38,58,38,50,45,55,70,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:timber_door_moisture_damage_coastal_wet_zone
GCA005180,Timber Door,Openings,Door,Superstructure,Intermediate,Industrial,15,800,Medium,Premium Finish,Low,Sustainability,Medium,0,1,10,0,68,38,58,38,50,45,55,70,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; FAIL:floors_15_exceeds_material_limit_10; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:timber_door_moisture_damage_coastal_wet_zone
GCA005181,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Highland,Residential,3,120,Low,Premium Finish,Low,Durability,Medium,0,0,15,0,41,70,58,60,75,68,52,1100,28,0,1,1,1,1,1,1,1,78,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA005182,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Highland,Residential,20,3000,Low,Premium Finish,Low,Durability,Medium,0,0,15,0,41,70,58,60,75,68,52,1100,28,0,1,1,1,1,1,1,0,43,PASS:sector_compatible_residential; FAIL:floors_20_exceeds_material_limit_15; WARN:high_carbon_material_vs_low_budget
GCA005183,Fire Rated Door,Openings,Door,Superstructure,Intermediate,Commercial,15,500,Medium,Premium Finish,Low,Performance,Medium,0,1,40,0,50,70,68,98,80,72,48,300,30,1,1,1,1,0,1,1,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005184,Fire Rated Door,Openings,Door,Superstructure,Intermediate,Commercial,42,5000,Medium,Premium Finish,Low,Performance,Medium,0,1,40,0,50,70,68,98,80,72,48,300,30,1,1,1,1,0,1,1,1,86,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA005185,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Intermediate,Residential,8,120,Low,Premium Finish,High,Sustainability,Medium,0,1,15,0,85,78,65,62,70,75,62,700,30,0,1,1,1,0,1,1,1,51,FAIL:not_recommended_for_residential_sector; PASS:floors_within_material_capacity
GCA005186,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Intermediate,Residential,30,350,Low,Premium Finish,High,Sustainability,Medium,0,1,15,0,85,78,65,62,70,75,62,700,30,0,1,1,1,0,1,1,0,6,FAIL:not_recommended_for_residential_sector; FAIL:floors_30_exceeds_material_limit_15
GCA005187,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Wet Zone,Industrial,3,200,Premium,Low Maintenance,High,Performance,Medium,0,1,15,0,35,74,58,63,66,72,56,1100,28,0,1,1,1,1,1,1,1,88,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA005188,Color-Coated Steel Roofing,Roofing,Metal Sheet,Roof,Wet Zone,Industrial,18,80,Premium,Low Maintenance,High,Performance,Medium,0,1,15,0,35,74,58,63,66,72,56,1100,28,0,1,1,1,1,1,1,1,63,PASS:sector_compatible_industrial; FAIL:floors_18_exceeds_material_limit_15
GCA005189,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Coastal,Commercial,7,350,Medium,Low Maintenance,High,Sustainability,High,1,1,10,0,30,90,76,60,75,89,69,900,40,1,1,1,1,0,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference; PASS:material_meets_high_sustainability_priority
GCA005190,Corrugated Aluminium Sheet,Roofing,Metal Sheet,Roof,Coastal,Commercial,12,10000,Medium,Low Maintenance,High,Sustainability,High,1,1,10,0,30,90,76,60,75,89,69,900,40,1,1,1,1,0,1,1,1,100,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_12_exceeds_material_limit_10; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference; PASS:material_meets_high_sustainability_priority
GCA005191,uPVC Window,Openings,Window Frame,Superstructure,Highland,Residential,15,80,Medium,Premium Finish,Medium,Durability,Medium,0,0,15,0,71,88,92,32,82,90,38,600,30,1,1,1,1,1,1,0,1,100,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier; INFO:uPVC_good_thermal_performance_highland
GCA005192,uPVC Window,Openings,Window Frame,Superstructure,Highland,Residential,20,350,Medium,Premium Finish,Medium,Durability,Medium,0,0,15,0,71,88,92,32,82,90,38,600,30,1,1,1,1,1,1,0,1,78,PASS:sector_compatible_residential; FAIL:floors_20_exceeds_material_limit_15; PASS:carbon_cost_matches_budget_tier; INFO:uPVC_good_thermal_performance_highland
GCA005193,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Intermediate,Industrial,1,1500,Medium,Premium Finish,High,Performance,Medium,0,1,3,6,52,62,70,88,72,78,64,140,40,0,1,1,1,1,0,0,1,66,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005194,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Intermediate,Industrial,18,3000,Medium,Premium Finish,High,Performance,Medium,0,1,3,6,52,62,70,88,72,78,64,140,40,0,1,1,1,1,0,0,0,16,FAIL:not_recommended_for_industrial_sector; FAIL:floors_18_exceeds_material_limit_3; PASS:carbon_cost_matches_budget_tier
GCA005195,Terrazzo,Finishing,Floor Finish,Finishing,Coastal,Residential,7,500,Low,Balanced,High,Durability,High,1,1,40,35,42,85,70,90,87,75,64,100,50,1,1,1,1,1,1,1,1,92,PASS:coastal_rated_material; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; WARN:terrazzo_installation_cost_exceeds_low_budget
GCA005196,Terrazzo,Finishing,Floor Finish,Finishing,Coastal,Residential,42,500,Low,Balanced,High,Durability,High,1,1,40,35,42,85,70,90,87,75,64,100,50,1,1,1,1,1,1,1,1,72,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; WARN:terrazzo_installation_cost_exceeds_low_budget
GCA005197,Stabilized Earth Block,Wall Systems,Earth Block,Superstructure,Highland,Industrial,1,5000,Low,Premium Finish,High,Cost,Medium,0,0,2,3,76,35,60,78,53,52,92,28,25,0,0,1,0,1,0,0,0,40,FAIL:material_not_suitable_highland; FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; PASS:material_meets_high_sustainability_priority
GCA005198,Stabilized Earth Block,Wall Systems,Earth Block,Superstructure,Highland,Industrial,5,3000,Low,Premium Finish,High,Cost,Medium,0,0,2,3,76,35,60,78,53,52,92,28,25,0,0,1,0,1,0,0,0,15,FAIL:material_not_suitable_highland; FAIL:not_recommended_for_industrial_sector; FAIL:floors_5_exceeds_material_limit_2; PASS:material_meets_high_sustainability_priority
GCA005199,Cement Plaster,Finishing,Render,Finishing,Coastal,Commercial,10,3000,Medium,Premium Finish,High,Sustainability,High,1,1,40,5,48,67,53,80,60,65,56,70,20,1,1,1,1,1,1,1,1,90,PASS:coastal_rated_material; PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA005200,Cement Plaster,Finishing,Render,Finishing,Coastal,Commercial,42,350,Medium,Premium Finish,High,Sustainability,High,1,1,40,5,48,67,53,80,60,65,56,70,20,1,1,1,1,1,1,1,1,70,PASS:coastal_rated_material; PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA005201,Fire Rated Door,Openings,Door,Superstructure,Wet Zone,Industrial,12,80,Medium,Premium Finish,High,Performance,Medium,0,1,40,0,50,74,68,98,78,72,52,300,30,1,1,1,1,0,1,1,1,76,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA005202,Fire Rated Door,Openings,Door,Superstructure,Wet Zone,Industrial,42,500,Medium,Premium Finish,High,Performance,Medium,0,1,40,0,50,74,68,98,78,72,52,300,30,1,1,1,1,0,1,1,0,56,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier; FAIL:high_sustainability_priority_but_low_score_material
GCA005203,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Intermediate,Commercial,3,350,Premium,Low Maintenance,Medium,Performance,Medium,0,1,3,6,52,62,70,88,72,82,60,140,40,0,1,1,1,1,0,0,1,53,FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity
GCA005204,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Intermediate,Commercial,12,80,Premium,Low Maintenance,Medium,Performance,Medium,0,1,3,6,52,62,70,88,72,82,60,140,40,0,1,1,1,1,0,0,0,8,FAIL:not_recommended_for_commercial_sector; FAIL:floors_12_exceeds_material_limit_3
GCA005205,Timber Window,Openings,Window Frame,Superstructure,Coastal,Commercial,5,1500,Medium,Balanced,High,Cost,High,1,1,5,0,72,43,46,42,43,40,56,80,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:timber_window_warps_rots_in_coastal_wet_climate
GCA005206,Timber Window,Openings,Window Frame,Superstructure,Coastal,Commercial,18,1500,Medium,Balanced,High,Cost,High,1,1,5,0,72,43,46,42,43,40,56,80,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_rated_for_coastal_exposure; FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_commercial_sector; FAIL:floors_18_exceeds_material_limit_5; FAIL:high_exposure_zone_moisture_resistance_inadequate; FAIL:high_exposure_zone_corrosion_resistance_inadequate; WARN:high_exposure_zone_durability_marginal; FAIL:timber_window_warps_rots_in_coastal_wet_climate
GCA005207,Terrazzo,Finishing,Floor Finish,Finishing,Highland,Industrial,25,1500,Medium,Low Maintenance,Low,Sustainability,Medium,0,0,40,35,48,80,82,90,91,79,60,100,50,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_industrial; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA005208,Terrazzo,Finishing,Floor Finish,Finishing,Highland,Industrial,42,200,Medium,Low Maintenance,Low,Sustainability,Medium,0,0,40,35,48,80,82,90,91,79,60,100,50,1,1,1,1,1,1,1,1,93,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; PASS:carbon_cost_matches_budget_tier
GCA005209,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Intermediate,Industrial,4,200,Low,Low Maintenance,High,Cost,Medium,0,1,4,7,55,60,75,85,78,76,54,180,50,1,1,1,1,1,1,0,1,53,FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity
GCA005210,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Intermediate,Industrial,5,10000,Low,Low Maintenance,High,Cost,Medium,0,1,4,7,55,60,75,85,78,76,54,180,50,1,1,1,1,1,1,0,0,28,FAIL:not_recommended_for_industrial_sector; FAIL:floors_5_exceeds_material_limit_4; WARN:masonry_wall_approaching_floor_count_limit
